timestamp,disk_rb,disk_rc,disk_rt,disk_wb,disk_wc,disk_wt,ram,usage
1639584845.467463,0.0,0.0,0.0,0.0,0.0,0.0,1034096640,0.0
1639584845.6757052,0.0,0.0,0.0,0.0,0.0,0.0,1036652544,7.3
1639584845.887309,0.0,0.0,0.0,0.0,0.0,0.0,1036689408,8.4
1639584846.0936651,0.0,0.0,0.0,79289.5692069829,9.54289783650838,4.825187632585258,1046405120,19.4
1639584846.299951,39707.459613877836,9.693867928889054,9.693733504051474,0.0,0.0,0.0,1050398720,20.7
1639584846.505742,1034951.062077147,14.576968391054269,4.857712014379824,0.0,0.0,0.0,1052483584,15.3
1639584846.7123652,1407825.184568259,58.10157110369746,14.545609236751877,178423.1467842162,9.693487068198468,0.0,1056784384,15.6
1639584846.91873,396922.30808151985,29.068906009956915,4.840199594717479,198476.51575173842,14.521386390677996,4.845354965262455,1060532224,17.7
1639584847.12515,99213.72915947199,9.688560981074719,4.845125480116672,0.0,0.0,0.0,1068154880,21.3
1639584847.331535,0.0,0.0,0.0,0.0,0.0,0.0,1073655808,31.5
1639584847.537947,0.0,0.0,0.0,0.0,0.0,0.0,1076854784,27.6
1639584847.744332,238111.0248553952,9.684612533898882,4.827653520685813,0.0,0.0,0.0,1078939648,39.2
1639584847.952357,0.0,0.0,0.0,0.0,0.0,0.0,1077854208,15.0
1639584848.158745,0.0,0.0,0.0,0.0,0.0,0.0,1075732480,17.7
1639584848.365139,0.0,0.0,0.0,0.0,0.0,0.0,1075974144,18.2
1639584848.5715032,377092.7460860243,24.2262150928662,9.689355533609392,19847.147134560753,4.845097495610387,0.0,1074987008,24.7
1639584848.777859,158795.7054955009,4.846116339956881,4.846256324576272,0.0,0.0,0.0,1072103424,33.5
1639584848.984308,0.0,0.0,0.0,0.0,0.0,0.0,1072582656,22.4
1639584849.190644,158780.2954186268,4.845366160215889,0.0,0.0,0.0,0.0,1068347392,22.4
1639584849.3970041,79402.25629838467,4.84653631807798,4.846441116657423,0.0,0.0,0.0,1068347392,24.4
1639584849.604382,237033.46065968837,9.648499403626092,4.843625966143268,0.0,0.0,0.0,1068511232,25.9
1639584849.810762,0.0,0.0,0.0,0.0,0.0,0.0,1067360256,32.1
1639584850.017218,1130988.179645615,140.48819070433044,19.38164376218774,1904652.8142646796,382.7375011117695,9.687945572197565,1067307008,45.2
1639584850.2201269,20186.081348882297,4.9282946328486865,4.927999323242281,40374.15513616981,9.856589265697373,0.0,1069051904,35.4
1639584850.426501,615203.2823536342,43.60381231366687,58.12881468683304,0.0,0.0,0.0,1069670400,24.1
1639584850.6328928,39693.37714887094,9.69082188109387,4.845478112595481,138928.7459557749,4.845243018573241,0.0,1068724224,33.1
1639584850.839252,317577.83470992267,14.536854181035528,4.845427733384472,0.0,0.0,0.0,1068945408,22.1
1639584851.0456169,0.0,0.0,0.0,5656711.401243347,24.2296298692596,4.845640452735324,1068945408,30.3
1639584851.251965,158787.26627339254,4.845662845332431,4.845550884416456,0.0,0.0,0.0,1068945408,21.2
1639584851.4583411,0.0,0.0,0.0,0.0,0.0,0.0,1068945408,26.9
1639584851.6646929,0.0,0.0,0.0,0.0,0.0,0.0,1068605440,22.4
1639584851.871022,0.0,0.0,0.0,19852.07799453197,4.846631523238804,4.846698729133782,1067241472,24.1
1639584852.077425,0.0,0.0,0.0,0.0,0.0,0.0,1066110976,20.8
1639584852.283775,0.0,0.0,0.0,0.0,0.0,0.0,1067798528,22.9
1639584852.4901068,0.0,0.0,0.0,0.0,0.0,0.0,1065619456,20.7
1639584852.6965141,0.0,0.0,0.0,0.0,0.0,0.0,1066377216,22.6
1639584852.902924,0.0,0.0,0.0,0.0,0.0,0.0,1066266624,28.7
1639584853.109324,138905.15693422226,33.91156926950686,9.688751214182343,4961213.636452896,421.4314728902409,9.689501029174973,1066954752,30.9
1639584853.315681,0.0,0.0,0.0,0.0,0.0,0.0,1065885696,23.2
1639584853.5219991,0.0,0.0,0.0,0.0,0.0,0.0,1066680320,21.3
1639584853.728349,0.0,0.0,0.0,0.0,0.0,0.0,1068400640,23.5
1639584853.934762,0.0,0.0,0.0,19845.060857109853,4.8446385958265665,0.0,1068519424,20.0
1639584854.141131,0.0,0.0,0.0,0.0,0.0,0.0,1064640512,31.7
1639584854.347508,674827.9497445057,43.61141906489365,14.533412182140745,774036.0556184526,4.845668443514045,0.0,1064640512,0.0
1639584854.558594,0.0,0.0,0.0,0.0,0.0,0.0,1064640512,0.0
1639584854.769322,0.0,0.0,0.0,0.0,0.0,0.0,1065832448,11.8
1639584854.9711308,2888306.4906821856,167.0702683198,24.271497004186152,1134913.1353370154,4.891168314430116,4.938710965051203,1067413504,16.8
1639584855.177546,0.0,0.0,0.0,0.0,0.0,0.0,1068199936,31.7
1639584855.383935,99223.35580796034,9.689780840621127,4.844985560817835,0.0,0.0,0.0,1068199936,23.9
1639584855.590341,317496.40139206045,9.688650501606574,4.844397987999607,0.0,0.0,0.0,1068199936,25.5
1639584855.796758,0.0,0.0,0.0,0.0,0.0,0.0,1066872832,30.7
1639584856.0031738,19843.11253255716,4.844610616944282,4.84416299877461,0.0,0.0,0.0,1068941312,29.7
1639584856.209565,317539.3137457402,4.845220629856133,4.84465538331106,0.0,0.0,0.0,1065668608,20.9
1639584856.416045,0.0,0.0,0.0,0.0,0.0,0.0,1056133120,27.5
1639584856.621326,0.0,0.0,0.0,0.0,0.0,0.0,1056452608,0.0
1639584856.827723,635041.9474275153,9.690206184971565,4.845360562732705,0.0,0.0,0.0,1052155904,27.6
1639584857.0340538,11989380.518155117,111.46003191207888,29.073842716411946,79403.2655142013,9.692131894947124,0.0,1054756864,34.1
1639584857.2404249,0.0,0.0,0.0,0.0,0.0,0.0,1058234368,32.0
1639584857.446808,0.0,0.0,0.0,0.0,0.0,0.0,1061937152,24.8
1639584857.653153,0.0,0.0,0.0,0.0,0.0,0.0,1065320448,26.2
1639584857.8598,0.0,0.0,0.0,0.0,0.0,0.0,1065795584,37.1
1639584858.0662348,0.0,0.0,0.0,0.0,0.0,0.0,1066795008,38.2
1639584858.272646,337349.6678317559,14.533462541104125,0.0,79377.21761328261,19.37806196464707,0.0,1066156032,22.9
1639584858.479088,0.0,0.0,0.0,0.0,0.0,0.0,1069596672,43.6
1639584858.685461,0.0,0.0,0.0,0.0,0.0,0.0,1066532864,0.0
1639584858.8918211,0.0,0.0,0.0,0.0,0.0,0.0,1066258432,28.1
1639584859.098179,79395.55942523277,4.845847592155703,4.845500503692202,0.0,0.0,0.0,1067188224,19.6
1639584859.30453,0.0,0.0,0.0,0.0,0.0,0.0,1066201088,16.5
1639584859.510891,31683001.20249729,1827.2138665803857,1584.6690575664584,238188.05423741345,38.77470997921118,0.0,1067601920,0.0
1639584859.712352,12625395.125155766,645.2660840340112,233.33876399241032,0.0,0.0,0.0,1067601920,0.0
1639584859.918407,596337.5702703672,43.67625956715667,9.704454378025192,0.0,0.0,0.0,1069330432,38.0
1639584860.124774,0.0,0.0,0.0,0.0,0.0,0.0,1068027904,31.7
1639584860.331145,1012196.3184414336,82.37350856276744,14.537206868107111,0.0,0.0,0.0,1063464960,41.1
1639584860.537505,0.0,0.0,0.0,0.0,0.0,0.0,1065459712,30.3
