timestamp,ram,usage
1639598684.8917873,59224064,0.0
1639598685.0929396,59224064,0.0
1639598685.2940278,59224064,0.0
1639598685.4960055,61181952,12.5
1639598685.6974769,63193088,25.0
1639598685.898894,60674048,25.0
1639598686.100288,63709184,25.9
1639598686.3015904,67321856,25.0
1639598686.503054,71192576,24.7
1639598686.7044358,74289152,25.0
1639598686.9059749,76943360,25.0
1639598687.1076071,81080320,29.6
1639598687.3092363,82636800,35.8
1639598687.5107079,86798336,29.6
1639598687.7128038,90669056,45.0
1639598687.9144797,96088064,50.0
1639598688.116007,100990976,50.0
1639598688.3175871,105119744,44.3
1639598688.519959,76976128,33.7
1639598688.7214563,80023552,28.7
1639598688.9230826,81846272,35.8
1639598689.1248434,86233088,33.3
1639598689.3265696,94748672,50.0
1639598689.5283422,96296960,50.0
1639598689.7302094,100167680,50.6
1639598689.9318717,105328640,46.9
1639598690.1335237,107393024,50.0
1639598690.3352811,111779840,49.4
1639598690.536887,113328128,28.0
1639598690.7386334,115908608,40.0
1639598690.940358,116674560,35.4
1639598691.1419563,120029184,25.0
1639598691.3435338,121319424,26.3
1639598691.545154,122093568,36.2
1639598691.7467132,124157952,29.1
1639598691.9483235,124674048,40.0
1639598692.149981,124932096,26.5
1639598692.3515399,126996480,25.0
1639598692.553114,127254528,35.4
1639598692.7547135,128802816,25.3
1639598692.956313,129060864,25.0
1639598693.157939,136028160,25.0
1639598693.3596945,136544256,25.0
1639598693.5614696,137318400,37.3
1639598693.7632186,137834496,40.5
1639598693.9647467,138866688,47.5
1639598694.1662471,139124736,30.0
1639598694.3679736,139640832,25.0
1639598694.5697417,139898880,30.9
1639598694.7715728,141447168,31.7
1639598694.9731324,141705216,31.2
1639598695.174747,141963264,21.3
1639598695.3763602,142221312,28.8
1639598695.577976,142991360,25.0
1639598695.7799697,143507456,36.1
1639598695.9816117,144023552,34.6
1639598696.183402,144797696,35.8
1639598696.3849387,145313792,31.3
1639598696.586486,145571840,38.0
1639598696.7879705,145829888,41.8
1639598696.9898875,146096128,46.3
1639598697.1916642,146362368,53.0
1639598697.3932605,146923520,24.7
1639598697.5947263,147222528,28.8
1639598697.7961757,147730432,25.0
1639598697.997813,148246528,30.0
1639598698.1994696,148766720,42.5
1639598698.401392,149098496,32.1
1639598698.603146,149098496,41.2
1639598698.8049204,149614592,50.0
1639598699.006559,150388736,43.8
1639598699.2081885,154517504,38.8
1639598699.4100022,157872128,25.0
1639598699.6116025,158646272,28.0
1639598699.813147,159162368,36.2
1639598700.0147018,159420416,45.7
1639598700.2162094,161226752,25.0
1639598700.4178982,161742848,46.8
1639598700.6196985,162258944,26.3
1639598700.821319,163033088,26.5
1639598701.0229204,164065280,19.0
1639598701.2245414,164581376,27.5
1639598701.426408,165093376,44.4
1639598701.6281726,165933056,27.5
1639598701.8298302,166739968,30.9
1639598702.0314243,167522304,26.8
1639598702.2328877,168812544,40.0
1639598702.4344645,169345024,27.5
1639598702.6360636,170127360,29.6
1639598702.8376865,170643456,27.5
1639598703.039473,171675648,29.1
1639598703.241409,172191744,36.1
1639598703.443074,173031424,25.3
1639598703.6448052,174063616,26.3
1639598703.846658,174321664,49.4
1639598704.0482163,174579712,34.6
1639598704.2498538,175386624,41.3
1639598704.4515393,179773440,28.0
1639598704.6531115,181071872,25.0
1639598704.8548086,183136256,31.2
1639598705.056454,183394304,39.2
1639598705.2581115,183668736,28.8
1639598705.4598572,184451072,38.8
1639598705.6614616,186257408,26.8
1639598705.8631105,187547648,25.9
1639598706.064736,188579840,25.0
