timestamp,ram,usage
1639667687.1429636,51486720,0.0
1639667687.3440022,51486720,0.0
1639667687.5449748,51486720,0.0
1639667687.7460887,51486720,0.0
1639667687.9478717,51486720,0.0
1639667688.1498504,51486720,1.2
1639667688.3516865,51486720,0.0
1639667688.553544,51486720,0.0
1639667688.7554312,51486720,0.0
1639667688.957323,51486720,0.0
1639667689.1592226,51486720,1.2
1639667689.3610983,51486720,0.0
1639667689.5629814,51486720,0.0
1639667689.764903,51486720,0.0
1639667689.9667811,51486720,0.0
1639667690.168706,51486720,1.2
1639667690.3705585,51486720,0.0
1639667690.5723953,51486720,0.0
1639667690.7742858,51486720,0.0
1639667690.9761236,51486720,0.0
1639667691.1781015,51486720,0.0
1639667691.3799644,51486720,1.2
1639667691.5817943,51486720,0.0
1639667691.7836244,51486720,0.0
1639667691.985509,51486720,0.0
1639667692.1873784,51486720,0.0
1639667692.3892636,51486720,1.2
1639667692.591085,51486720,0.0
1639667692.7931628,51486720,0.0
1639667692.9951196,51486720,0.0
1639667693.1970148,51486720,0.0
1639667693.3989158,51486720,1.2
1639667693.600765,51486720,0.0
1639667693.8025954,51486720,0.0
1639667694.0045054,51486720,0.0
1639667694.2063818,51486720,0.0
1639667694.4082906,51486720,0.0
1639667694.6101286,51486720,1.2
1639667694.8119688,51486720,0.0
1639667695.013848,51486720,0.0
1639667695.2156832,51486720,0.0
1639667695.4175186,51486720,0.0
1639667695.6193976,51486720,1.2
1639667695.821219,51486720,0.0
1639667696.023089,51486720,0.0
1639667696.2249377,51486720,0.0
1639667696.426763,51486720,0.0
1639667696.6286578,51486720,1.2
1639667696.830488,51486720,0.0
1639667697.0323575,51486720,0.0
1639667697.234223,51486720,0.0
1639667697.4360542,51486720,0.0
1639667697.6378782,51486720,0.0
1639667697.8398104,51486720,1.2
1639667698.041702,51486720,0.0
1639667698.243565,51486720,0.0
1639667698.4454935,51486720,0.0
1639667698.6473331,51486720,0.0
1639667698.8492262,51486720,1.2
1639667699.0511248,51486720,0.0
1639667699.253047,51486720,0.0
1639667699.4549074,51486720,0.0
1639667699.656799,51486720,0.0
1639667699.8588297,51486720,1.2
1639667700.060693,51486720,0.0
1639667700.2625666,51486720,0.0
1639667700.4644268,51486720,0.0
1639667700.6662636,51486720,0.0
1639667700.8682203,51486720,0.0
1639667701.070128,51486720,1.2
1639667701.2720044,51486720,0.0
1639667701.4738429,51486720,0.0
1639667701.6757276,51486720,0.0
1639667701.8775682,51486720,0.0
1639667702.079449,51486720,1.2
1639667702.2813132,51486720,0.0
1639667702.483151,51486720,0.0
1639667702.68501,51486720,0.0
1639667702.8868446,51486720,0.0
1639667703.0887961,51486720,1.2
1639667703.2906828,51486720,0.0
1639667703.4925127,51486720,0.0
1639667703.694407,51503104,0.0
1639667703.8962495,51503104,0.0
1639667704.0982175,51503104,0.0
1639667704.300104,51503104,1.2
1639667704.501959,51503104,0.0
1639667704.7038224,51503104,0.0
1639667704.9056563,51503104,0.0
1639667705.1075077,51503104,0.0
1639667705.3093789,51503104,1.2
1639667705.5112484,51503104,0.0
1639667705.7130914,51503104,0.0
